goal_diff,won,game_ids,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,ice_tilt
4,yes,2020020524,4,7,5,2,0.0,0.0,-1.0,-6.799999999999997,4,-1,4,6.0
-3,no,2020020525,-3,10,-3,-2,0.0,0.0,1.0,24.400000000000006,-5,0,-1,-1521.0
-1,no,2020020526,-1,7,-6,4,-66.7,-2.0,-2.0,22.799999999999997,-4,-8,-6,110.0
-1,no,2020020527,-1,-2,-13,4,-8.299999999999997,-1.0,-2.0,0.0,3,8,7,1231.0
3,yes,2020020528,3,6,-4,-4,-25.0,0.0,2.0,-4.0,3,6,-6,-1436.0
1,yes,2020020529,1,20,-5,-4,-75.0,0.0,3.0,34.599999999999994,0,-4,-16,-1340.0
1,yes,2020020530,1,12,-4,2,8.299999999999997,0.0,-1.0,32.0,4,-1,3,1008.0
1,yes,2020020531,1,18,5,-4,33.3,2.0,2.0,-20.0,-2,-8,-11,1887.0
4,yes,2020020532,4,-5,0,0,50.0,2.0,0.0,13.799999999999997,15,-2,-7,644.0
2,yes,2020020533,2,12,-6,-2,0.0,0.0,1.0,4.200000000000003,-1,-2,-10,446.0
-2,no,2020020534,-2,-4,-3,-4,0.0,0.0,2.0,4.200000000000003,-1,4,-5,359.0
-1,no,2020020535,-1,16,-1,-4,33.3,1.0,2.0,-5.200000000000003,6,4,-2,-2990.0
1,yes,2020020536,1,11,-4,-2,0.0,0.0,1.0,33.400000000000006,1,12,-19,459.0
2,yes,2020020537,2,9,2,0,50.0,1.0,0.0,-3.5999999999999943,-4,5,-3,924.0
-1,no,2020020538,-1,6,-1,0,-33.3,-1.0,0.0,-12.200000000000003,2,8,8,46.0
-1,no,2020020539,-1,-10,-7,4,-25.0,-1.0,-2.0,26.0,2,0,-10,-364.0
4,yes,2020020540,4,-7,-3,-23,16.7,1.0,5.0,-5.799999999999997,1,-5,-5,1179.0
-1,no,2020020541,-1,11,-4,0,0.0,0.0,0.0,28.599999999999994,-1,-7,5,-2440.0
1,yes,2020020542,1,2,13,2,-25.0,-1.0,-1.0,10.799999999999997,-1,-1,15,-808.0
4,yes,2020020543,4,4,-3,-2,0.0,0.0,1.0,-5.599999999999994,9,4,-5,-340.0
3,yes,2020020544,3,12,8,0,0.0,0.0,0.0,-12.0,1,1,-13,1263.0
-1,no,2020020545,-1,-2,1,-4,0.0,0.0,2.0,9.400000000000006,0,0,-14,438.0
-4,no,2020020546,-4,8,-8,0,-25.0,-1.0,0.0,-8.599999999999994,-2,-8,19,3132.0
-3,no,2020020547,-3,11,-5,2,8.299999999999997,0.0,-1.0,5.0,2,-11,6,1225.0
-1,no,2020020548,-1,-4,5,0,0.0,0.0,0.0,-8.400000000000006,2,6,2,257.0
1,yes,2020020549,1,-3,5,2,8.299999999999997,0.0,-1.0,13.0,3,6,-29,1143.0
-2,no,2020020550,-2,6,3,6,-28.6,-2.0,-3.0,16.0,-3,-2,4,-819.0
-1,no,2020020551,-1,8,4,0,0.0,0.0,0.0,11.599999999999994,3,2,-11,1204.0
-4,no,2020020552,-4,1,3,-4,25.0,1.0,2.0,0.0,4,3,5,2693.0
3,yes,2020020553,3,33,2,-18,16.7,1.0,4.0,0.0,-3,3,-2,3868.0
3,yes,2020020554,3,-1,4,0,33.3,1.0,0.0,-19.0,1,1,-1,-481.0
0,no,2020020555,0,14,-2,-2,0.0,0.0,1.0,17.0,-1,4,3,-1224.0
0,no,2020020556,0,13,-4,2,50.0,1.0,-1.0,1.4000000000000057,1,-5,2,-2447.0
5,yes,2020020557,5,-5,7,6,0.0,0.0,-3.0,-15.200000000000003,13,2,-2,3287.0
3,yes,2020020558,3,-5,2,-10,-33.3,-1.0,-1.0,-11.599999999999994,-1,1,5,-1314.0
-2,no,2020020559,-2,17,-7,-2,0.0,0.0,1.0,7.400000000000006,4,2,4,-3595.0
3,yes,2020020560,3,-3,-3,0,-25.0,-1.0,0.0,-2.0,12,1,2,223.0
3,yes,2020020561,3,-11,-8,0,50.0,2.0,0.0,9.400000000000006,4,11,-15,1312.0
1,yes,2020020562,1,-16,11,-2,50.0,1.0,1.0,-28.199999999999996,0,4,1,-3719.0
1,yes,2020020563,1,-9,4,0,0.0,0.0,0.0,-18.599999999999994,0,4,-5,545.0
4,yes,2020020564,4,3,4,-2,0.0,0.0,1.0,9.599999999999994,-2,2,6,2522.0
0,no,2020020565,0,17,11,0,-25.0,-1.0,0.0,-7.200000000000003,2,0,-1,616.0
-2,no,2020020566,-2,1,-6,2,25.0,1.0,-1.0,1.5999999999999943,5,-10,13,1075.0
-1,no,2020020567,-1,-1,5,14,50.0,2.0,-2.0,1.4000000000000057,2,2,-5,-1680.0
4,yes,2020020568,4,14,-12,-2,66.7,2.0,1.0,-6.400000000000006,8,0,2,1571.0
-2,no,2020020569,-2,12,-1,17,0.0,0.0,-2.0,1.7999999999999972,4,4,2,2312.0
2,yes,2020020570,2,5,-2,-2,33.3,1.0,1.0,1.7999999999999972,8,1,6,-160.0
-3,no,2020020571,-3,8,3,-2,0.0,0.0,1.0,14.799999999999997,-10,-2,6,-1501.0
-1,no,2020020572,-1,-24,6,6,0.0,0.0,-3.0,-15.599999999999994,7,-3,9,3569.0
4,yes,2020020573,4,11,7,-2,-100.0,-1.0,1.0,0.0,8,0,-6,-612.0
1,yes,2020020574,1,-4,1,-4,33.3,1.0,2.0,-2.200000000000003,2,2,4,-168.0
1,yes,2020020575,1,9,6,-4,25.0,1.0,2.0,0.0,1,4,11,1336.0
-1,no,2020020576,-1,-6,-1,-4,0.0,0.0,2.0,-5.599999999999994,3,-1,-16,-2108.0
-3,no,2020020577,-3,-9,1,8,-50.0,-1.0,1.0,-5.400000000000006,0,10,-5,-1146.0
-3,no,2020020578,-3,-15,-2,2,50.0,1.0,-1.0,3.5999999999999943,0,9,5,625.0
0,no,2020020579,0,0,-2,-2,-33.3,-1.0,1.0,1.7999999999999972,5,5,8,-1767.0
-1,no,2020020580,-1,-17,-2,0,0.0,0.0,0.0,-13.400000000000006,-1,5,0,2003.0
0,no,2020020581,0,-6,-6,2,0.0,0.0,-1.0,-15.400000000000006,4,-4,21,-1761.0
1,yes,2020020582,1,-1,-1,-6,40.0,2.0,3.0,-13.599999999999994,0,0,-17,1145.0
-2,no,2020020583,-2,-2,-3,0,0.0,0.0,0.0,12.400000000000006,0,4,-8,107.0
-3,no,2020020584,-3,-6,-1,2,0.0,0.0,-1.0,9.599999999999994,0,5,2,-357.0
2,yes,2020020585,2,0,1,2,0.0,0.0,0.0,19.200000000000003,1,-9,3,634.0
0,no,2020020586,0,-1,-10,2,-33.3,-1.0,-1.0,8.799999999999997,9,0,-14,-321.0
0,no,2020020587,0,-8,8,-4,20.0,1.0,2.0,10.0,-3,2,-6,1021.0
-1,no,2020020588,-1,18,-1,2,-50.0,-1.0,-1.0,20.599999999999994,-1,9,-10,2962.0
1,yes,2020020589,1,3,-4,-2,0.0,0.0,1.0,-19.200000000000003,-2,0,5,-1782.0
3,yes,2020020590,3,-7,-3,-6,0.0,0.0,3.0,5.200000000000003,-6,8,-12,-925.0
3,yes,2020020591,3,-20,-1,6,100.0,1.0,-3.0,13.799999999999997,0,2,11,2205.0
-3,no,2020020592,-3,6,-5,-6,-30.0,0.0,3.0,17.400000000000006,-3,-3,6,2533.0
-3,no,2020020593,-3,15,-7,-2,20.0,1.0,1.0,-6.799999999999997,-1,7,3,-2392.0
1,yes,2020020594,1,6,-7,-2,0.0,0.0,1.0,3.5999999999999943,0,3,-12,1870.0
-1,no,2020020595,-1,1,-15,0,-33.3,-1.0,0.0,0.0,3,5,-7,-78.0
-1,no,2020020596,-1,14,5,0,0.0,0.0,0.0,-6.599999999999994,2,4,-5,2233.0
-1,no,2020020597,-1,20,-9,-2,-33.3,-1.0,1.0,6.0,0,-1,-4,-1636.0
1,yes,2020020598,1,10,-6,-2,0.0,0.0,1.0,18.400000000000006,-2,3,19,2859.0
-4,no,2020020599,-4,10,-9,-2,-50.0,-1.0,1.0,3.799999999999997,1,-1,-3,-2137.0
3,yes,2020020600,3,3,3,4,0.0,0.0,-2.0,24.200000000000003,2,8,-12,1073.0
3,yes,2020020601,3,-2,6,10,-20.0,-1.0,0.0,3.799999999999997,4,3,-3,1506.0
-2,no,2020020602,-2,9,-5,-4,0.0,0.0,2.0,29.0,-2,0,8,2151.0
-2,no,2020020603,-2,4,-12,0,0.0,0.0,0.0,-4.0,7,-1,11,1512.0
-1,no,2020020604,-1,-11,8,-2,0.0,0.0,1.0,-9.799999999999997,-5,4,-4,181.0
1,yes,2020020605,1,-9,-2,4,50.0,1.0,-2.0,-1.7999999999999972,0,4,4,-2717.0
-5,no,2020020606,-5,-1,0,-2,0.0,0.0,1.0,15.200000000000003,2,4,9,108.0
1,yes,2020020607,1,9,-5,4,-25.0,-1.0,-2.0,30.800000000000004,4,-3,0,232.0
-2,no,2020020608,-2,-1,-3,6,-25.0,-1.0,-3.0,12.200000000000003,0,-4,11,207.0
-1,no,2020020609,-1,-11,1,16,0.0,1.0,3.0,-5.200000000000003,-4,7,7,-785.0
-3,no,2020020610,-3,5,3,6,-16.700000000000003,-2.0,-3.0,20.0,0,6,-1,1584.0
-2,no,2020020611,-2,12,-1,-2,-16.700000000000003,0.0,1.0,-7.599999999999994,2,1,-9,-1823.0
1,yes,2020020612,1,10,6,0,0.0,0.0,0.0,1.7999999999999972,5,-6,6,-1733.0
4,yes,2020020613,4,-20,7,0,66.7,2.0,0.0,-18.0,9,8,8,-2991.0
-2,no,2020020614,-2,16,-3,-2,-50.0,-1.0,1.0,13.0,-1,3,-12,3181.0
3,yes,2020020615,3,0,-4,-4,50.0,2.0,2.0,16.200000000000003,2,6,-5,1662.0
2,yes,2020020616,2,-8,9,-2,20.0,1.0,1.0,3.200000000000003,4,4,5,2368.0
0,no,2020020617,0,-4,-1,4,-25.0,-1.0,-2.0,-36.400000000000006,0,2,-15,-771.0
2,yes,2020020618,2,1,1,-2,0.0,0.0,1.0,10.799999999999997,4,4,-12,-1589.0
5,yes,2020020619,5,12,-10,0,0.0,0.0,0.0,4.200000000000003,0,-1,4,175.0
2,yes,2020020620,2,-16,13,6,0.0,0.0,-3.0,3.4000000000000057,3,6,4,3750.0
-2,no,2020020621,-2,-5,-7,2,-33.3,-1.0,-1.0,23.400000000000006,-1,-3,10,1488.0
1,yes,2020020622,1,-2,4,0,0.0,0.0,0.0,-11.200000000000003,6,16,-8,-759.0
5,yes,2020020623,5,-13,9,4,51.4,2.0,-2.0,-1.4000000000000057,5,-1,6,-1957.0
1,yes,2020020624,1,3,2,2,0.0,0.0,-1.0,21.599999999999994,-3,10,-2,798.0
-3,no,2020020625,-3,-11,5,2,-16.700000000000003,-1.0,-1.0,-3.799999999999997,2,-1,4,1574.0
0,no,2020020626,0,-4,9,-15,0.0,0.0,1.0,-11.799999999999997,2,0,15,423.0
-3,no,2020020627,-3,-8,5,0,0.0,0.0,0.0,-17.799999999999997,0,7,-3,-179.0
-2,no,2020020628,-2,1,-9,-6,3.6000000000000014,1.0,3.0,-16.599999999999994,-5,4,7,497.0
3,yes,2020020629,3,-2,1,0,25.0,1.0,0.0,-16.599999999999994,1,6,-15,137.0
-2,no,2020020630,-2,6,6,-6,-25.0,-1.0,-2.0,-13.400000000000006,8,3,8,337.0
-6,no,2020020631,-6,-6,-9,-12,0.0,0.0,1.0,-45.0,1,1,-3,46.0
-4,no,2020020632,-4,5,-13,0,-66.7,-2.0,0.0,-15.400000000000006,-2,2,-15,2114.0
-2,no,2020020633,-2,11,3,2,0.0,0.0,-1.0,17.200000000000003,1,-8,7,994.0
4,yes,2020020634,4,7,1,8,-20.0,-1.0,-3.0,5.0,-1,3,-3,114.0
-1,no,2020020635,-1,-8,8,0,25.0,1.0,0.0,12.799999999999997,6,8,0,940.0
-3,no,2020020636,-3,-4,-6,-2,0.0,0.0,1.0,0.0,0,3,9,-1492.0
8,yes,2020020637,8,13,6,0,50.0,1.0,0.0,9.400000000000006,2,0,-11,229.0
-2,no,2020020638,-2,17,-3,-2,-100.0,-1.0,1.0,9.799999999999997,-1,-3,3,-1097.0
3,yes,2020020639,3,11,7,0,0.0,0.0,0.0,1.7999999999999972,-4,3,-18,-483.0
-2,no,2020020640,-2,-7,4,2,0.0,0.0,-1.0,4.400000000000006,-2,4,11,728.0
3,yes,2020020641,3,-5,4,0,0.0,0.0,0.0,-15.200000000000003,6,1,5,2437.0
0,no,2020020642,0,6,-4,0,0.0,0.0,0.0,3.4000000000000057,3,-1,1,2449.0
-1,no,2020020643,-1,-2,-8,8,-20.0,-1.0,-4.0,-8.400000000000006,1,-1,3,395.0
-3,no,2020020644,-3,2,-2,8,0.0,0.0,-1.0,5.200000000000003,3,4,13,-1612.0
-5,no,2020020645,-5,-6,0,14,-40.0,-2.0,-2.0,-17.400000000000006,-2,13,16,-490.0
1,yes,2020020646,1,6,-4,2,-50.0,-1.0,-1.0,0.0,8,4,-8,1529.0
3,yes,2020020647,3,3,-4,-6,25.0,1.0,3.0,-22.799999999999997,1,6,-4,293.0
3,yes,2020020648,3,-1,21,2,8.299999999999997,0.0,-1.0,8.400000000000006,6,-4,8,-2274.0
-2,no,2020020649,-2,2,-10,0,0.0,0.0,0.0,-3.4000000000000057,2,4,4,-416.0
-3,no,2020020650,-3,6,0,-2,-100.0,-1.0,1.0,5.200000000000003,0,6,5,-1423.0
1,yes,2020020651,1,6,3,0,33.3,1.0,0.0,17.0,-1,-3,6,806.0
-2,no,2020020652,-2,12,3,4,100.0,1.0,-2.0,10.799999999999997,2,-2,-4,1777.0
1,yes,2020020653,1,7,-11,0,0.0,0.0,0.0,24.400000000000006,1,5,6,223.0
1,yes,2020020654,1,0,-6,-2,-16.700000000000003,0.0,1.0,9.400000000000006,3,-5,-3,227.0
1,yes,2020020655,1,15,2,-2,0.0,0.0,1.0,30.599999999999994,-5,9,-9,1353.0
-3,no,2020020656,-3,-12,7,4,-25.0,-1.0,-2.0,0.0,-3,4,4,1603.0
-2,no,2020020657,-2,8,-11,2,-20.0,-1.0,-1.0,16.200000000000003,1,2,1,2798.0
-1,no,2020020658,-1,-1,-3,16,-33.3,-1.0,-3.0,-14.200000000000003,5,8,6,660.0
5,yes,2020020659,5,-1,15,-2,-50.0,-1.0,1.0,38.199999999999996,3,3,5,781.0
2,yes,2020020660,2,0,5,0,50.0,1.0,0.0,-2.0,3,9,-1,-1394.0
2,yes,2020020661,2,-2,13,6,30.0,0.0,-3.0,-24.0,4,-4,1,920.0
1,yes,2020020662,1,9,-2,2,50.0,2.0,-1.0,5.799999999999997,-1,-4,5,-679.0
-2,no,2020020663,-2,-13,-4,-4,-50.0,-1.0,2.0,1.7999999999999972,-1,3,0,-624.0
-4,no,2020020664,-4,25,-9,-6,0.0,0.0,3.0,10.799999999999997,2,4,10,-3552.0
3,yes,2020020665,3,22,-12,-4,20.0,1.0,2.0,0.0,-1,-2,-11,-1684.0
-3,no,2020020666,-3,7,-7,-4,0.0,0.0,2.0,19.0,-6,2,3,-1087.0
2,yes,2020020667,2,-2,-7,2,50.0,0.0,-1.0,2.5999999999999943,3,1,5,733.0
1,yes,2020020668,1,5,-2,2,41.7,1.0,-1.0,-29.400000000000006,4,4,3,-134.0
-1,no,2020020669,-1,-2,1,0,-50.0,-1.0,0.0,12.0,1,5,2,627.0
-1,no,2020020670,-1,-5,1,2,-25.0,-1.0,-1.0,17.599999999999994,-3,8,4,-812.0
-3,no,2020020671,-3,-7,-4,-2,0.0,0.0,1.0,-20.0,-5,8,17,-1821.0
-1,no,2020020672,-1,-6,1,-4,-13.299999999999997,0.0,2.0,-7.400000000000006,4,5,-4,-1289.0
-3,no,2020020673,-3,-9,10,-2,0.0,0.0,1.0,10.200000000000003,-8,4,6,-685.0
-4,no,2020020674,-4,-10,10,0,100.0,1.0,0.0,-7.200000000000003,-1,-3,11,1000.0
-3,no,2020020675,-3,1,6,2,-25.0,-1.0,-1.0,10.0,-1,8,15,-1481.0
4,yes,2020020676,4,17,13,2,0.0,0.0,-1.0,-6.599999999999994,1,1,6,-560.0
-3,no,2020020677,-3,-1,-4,-2,0.0,0.0,1.0,22.400000000000006,-3,10,15,1580.0
3,yes,2020020678,3,9,4,2,33.3,1.0,-1.0,-3.4000000000000057,4,11,0,598.0
1,yes,2020020679,1,-19,-4,2,50.0,1.0,-1.0,-32.0,4,1,9,1654.0
0,no,2020020680,0,5,-7,0,0.0,0.0,0.0,-3.0,4,3,-9,-1183.0
3,yes,2020020681,3,3,18,4,0.0,0.0,-2.0,23.799999999999997,0,4,10,175.0
-3,no,2020020682,-3,9,-3,-2,-66.7,-2.0,1.0,14.799999999999997,3,7,-17,2435.0
3,yes,2020020683,3,13,-11,0,0.0,0.0,0.0,32.0,6,0,-3,831.0
-3,no,2020020684,-3,-2,-4,-2,-50.0,-1.0,1.0,4.200000000000003,0,1,13,-573.0
3,yes,2020020685,3,3,-2,4,0.0,0.0,-2.0,-1.7999999999999972,-1,-9,-6,2042.0
1,yes,2020020686,1,-9,0,0,0.0,0.0,0.0,-6.400000000000006,2,20,12,-794.0
1,yes,2020020687,1,-4,3,-4,0.0,0.0,2.0,21.799999999999997,-1,6,-10,169.0
6,yes,2020020688,6,19,2,-4,25.0,1.0,2.0,21.400000000000006,2,2,1,2553.0
-4,no,2020020689,-4,-35,6,4,0.0,0.0,-2.0,0.0,-1,3,12,3765.0
-1,no,2020020690,-1,-11,-2,2,50.0,0.0,-1.0,6.599999999999994,1,-2,-1,2201.0
3,yes,2020020691,3,-3,4,0,66.7,2.0,0.0,-19.200000000000003,-5,5,-7,-2149.0
-3,no,2020020692,-3,-16,3,2,-15.0,-1.0,-1.0,21.400000000000006,-1,4,7,-2229.0
2,yes,2020020693,2,20,-3,0,0.0,0.0,0.0,9.400000000000006,-4,-2,-2,3247.0
-2,no,2020020694,-2,-1,-5,2,-33.3,-1.0,-1.0,14.799999999999997,-1,2,3,-682.0
-4,no,2020020695,-4,2,-3,-8,0.0,0.0,4.0,5.400000000000006,-5,10,-4,2016.0
-3,no,2020020696,-3,1,5,6,-33.3,-2.0,-3.0,13.0,-6,-3,13,-116.0
1,yes,2020020697,1,-15,10,17,-25.0,-1.0,-3.0,-6.200000000000003,-2,2,-2,-3497.0
3,yes,2020020698,3,0,-1,-4,25.0,1.0,2.0,-16.0,0,8,-5,-594.0
4,yes,2020020699,4,10,-3,-14,0.0,0.0,2.0,27.799999999999997,1,-4,-5,1742.0
1,yes,2020020700,1,7,13,-4,-66.7,0.0,2.0,-13.200000000000003,5,-2,-13,-921.0
3,yes,2020020701,3,-5,3,-7,-33.3,-2.0,-3.0,9.0,-3,-4,-5,5782.0
-2,no,2020020702,-2,5,0,18,-40.0,-2.0,-4.0,14.200000000000003,-4,9,-8,278.0
-1,no,2020020703,-1,2,-5,2,0.0,0.0,-1.0,19.200000000000003,7,-3,-2,271.0
4,yes,2020020704,4,21,-10,10,0.0,0.0,0.0,-23.599999999999994,2,2,-5,3047.0
-3,no,2020020705,-3,6,-9,-2,-33.3,-1.0,1.0,12.200000000000003,-1,1,7,-691.0
1,yes,2020020706,1,9,-4,2,16.700000000000003,0.0,-1.0,-4.400000000000006,1,4,2,750.0
2,yes,2020020707,2,3,7,10,0.0,0.0,0.0,25.400000000000006,7,12,1,539.0
-2,no,2020020708,-2,8,-2,-4,-50.0,-1.0,2.0,15.400000000000006,0,9,8,1497.0
3,yes,2020020709,3,13,2,-4,0.0,0.0,2.0,5.599999999999994,1,4,11,-1348.0
3,yes,2020020710,3,-11,2,0,0.0,0.0,0.0,9.0,0,-4,-10,-1161.0
0,no,2020020711,0,14,-5,-2,50.0,1.0,1.0,14.200000000000003,8,7,3,1149.0
-3,no,2020020712,-3,0,-4,4,-66.7,-2.0,-2.0,37.0,1,8,21,-1906.0
0,no,2020020713,0,9,6,-6,40.0,2.0,3.0,5.0,5,0,-4,113.0
-7,no,2020020714,-7,2,-4,4,-25.0,-2.0,-2.0,7.599999999999994,-11,-4,12,-370.0
2,yes,2020020715,2,-7,-2,-4,25.0,1.0,2.0,8.200000000000003,-1,2,9,1980.0
2,yes,2020020716,2,-3,10,0,100.0,2.0,0.0,-11.400000000000006,1,5,6,456.0
5,yes,2020020717,5,2,9,-2,33.3,1.0,1.0,30.199999999999996,-1,3,-9,-544.0
-3,no,2020020718,-3,-9,2,2,0.0,0.0,-1.0,5.0,2,3,6,262.0
4,yes,2020020719,4,-1,1,-2,-100.0,-1.0,1.0,17.0,3,1,-2,1180.0
5,yes,2020020720,5,16,-3,4,100.0,1.0,-2.0,-14.799999999999997,1,6,8,367.0
-1,no,2020020721,-1,-6,-14,0,0.0,0.0,0.0,28.400000000000006,-9,0,-5,-232.0
3,yes,2020020722,3,-2,11,0,0.0,0.0,0.0,-11.200000000000003,2,-3,7,-1794.0
1,yes,2020020723,1,12,1,-2,13.299999999999997,1.0,1.0,1.7999999999999972,-1,-2,-1,2327.0
3,yes,2020020724,3,-3,12,2,0.0,0.0,-1.0,10.400000000000006,-6,5,-10,-1689.0
1,yes,2020020725,1,-10,-9,-4,0.0,0.0,2.0,-15.400000000000006,-3,-2,-7,-257.0
-2,no,2020020726,-2,4,-8,-2,0.0,0.0,1.0,11.200000000000003,0,-2,9,1468.0
-3,no,2020020727,-3,17,-14,-2,50.0,1.0,1.0,3.4000000000000057,6,-1,3,-3828.0
3,yes,2020020728,3,7,2,0,33.3,1.0,0.0,-15.200000000000003,2,6,-11,572.0
-4,no,2020020729,-4,-8,-3,-6,0.0,0.0,3.0,1.7999999999999972,4,-1,1,4.0
0,no,2020020730,0,-2,10,2,0.0,0.0,-1.0,-2.4000000000000057,-2,5,-3,-97.0
2,yes,2020020731,2,3,-11,-4,-100.0,-1.0,2.0,31.0,3,-1,1,-969.0
-2,no,2020020732,-2,5,-16,-12,-22.199999999999996,0.0,6.0,9.400000000000006,2,13,10,1904.0
4,yes,2020020733,4,-8,0,6,0.0,0.0,-3.0,7.0,1,3,-4,1432.0
4,yes,2020020734,4,-23,13,6,-50.0,-2.0,-3.0,-1.5999999999999943,2,7,3,-3295.0
-2,no,2020020735,-2,-2,-16,0,0.0,0.0,0.0,9.0,2,0,4,-308.0
2,yes,2020020736,2,11,2,0,100.0,1.0,0.0,22.799999999999997,-1,5,-8,1309.0
-3,no,2020020737,-3,6,-6,10,-50.0,-2.0,0.0,29.0,-4,4,-4,836.0
2,yes,2020020738,2,-6,10,-4,66.7,2.0,2.0,-9.0,7,-5,4,1266.0
3,yes,2020020739,3,-3,4,0,50.0,1.0,0.0,-19.200000000000003,4,4,7,-1536.0
-2,no,2020020740,-2,2,6,2,0.0,0.0,-1.0,-13.200000000000003,1,3,-7,-1022.0
2,yes,2020020741,2,-12,6,2,0.0,0.0,-1.0,-4.400000000000006,4,2,11,-367.0
-1,no,2020020742,-1,19,-10,-2,-41.7,-1.0,1.0,25.0,-1,7,-15,2245.0
-4,no,2020020743,-4,-1,-3,0,-33.3,-1.0,0.0,-1.4000000000000057,0,-5,6,-144.0
-3,no,2020020744,-3,-6,0,-2,100.0,2.0,1.0,1.7999999999999972,-1,0,8,616.0
1,yes,2020020745,1,17,-2,2,-20.0,-1.0,-1.0,-25.0,7,2,-7,1888.0
2,yes,2020020746,2,1,1,2,100.0,1.0,-1.0,22.0,1,6,-3,56.0
-1,no,2020020747,-1,-35,10,6,0.0,0.0,-3.0,-22.799999999999997,-2,3,-1,-4138.0
2,yes,2020020748,2,-1,7,2,-15.0,-1.0,-1.0,9.400000000000006,-2,6,11,2638.0
-3,no,2020020749,-3,-11,1,2,0.0,0.0,-1.0,2.0,2,2,10,-876.0
3,yes,2020020750,3,2,11,4,-25.0,-1.0,-2.0,-3.200000000000003,-3,6,-6,-897.0
2,yes,2020020751,2,6,10,4,25.0,1.0,-2.0,37.0,3,5,2,-1164.0
-4,no,2020020752,-4,-14,-10,0,-50.0,-1.0,0.0,-15.799999999999997,-2,5,-16,-107.0
-3,no,2020020753,-3,4,7,6,-33.3,-1.0,-3.0,14.799999999999997,0,1,14,1078.0
3,yes,2020020754,3,-5,8,2,41.7,1.0,-1.0,-8.400000000000006,3,12,14,-1440.0
-1,no,2020020755,-1,17,-3,-2,0.0,0.0,1.0,29.199999999999996,-2,8,-2,1364.0
1,yes,2020020756,1,12,-4,-6,25.0,1.0,3.0,0.0,1,-1,-1,-3211.0
1,yes,2020020757,1,-1,-6,-2,0.0,0.0,1.0,3.5999999999999943,2,4,0,-1246.0
3,yes,2020020758,3,-13,8,0,50.0,1.0,0.0,9.400000000000006,7,10,4,2187.0
1,yes,2020020759,1,1,-3,0,0.0,0.0,0.0,-17.400000000000006,-2,4,9,-12.0
-5,no,2020020760,-5,7,-2,-2,50.0,1.0,1.0,0.0,3,-2,3,2222.0
-1,no,2020020761,-1,-2,4,0,0.0,0.0,0.0,4.200000000000003,2,8,6,883.0
-1,no,2020020762,-1,9,-10,-8,-50.0,-1.0,-1.0,5.0,2,-1,5,-182.0
1,yes,2020020763,1,-1,9,2,100.0,1.0,-1.0,15.799999999999997,1,5,6,28.0
-1,no,2020020764,-1,16,-2,-2,0.0,0.0,1.0,15.400000000000006,14,4,-4,2739.0
3,yes,2020020765,3,3,1,-2,0.0,0.0,1.0,2.200000000000003,-1,-1,-7,-443.0
2,yes,2020020766,2,9,0,-2,0.0,0.0,1.0,-12.799999999999997,-2,-6,-16,98.0
0,no,2020020767,0,-3,-3,2,33.3,1.0,-1.0,17.200000000000003,1,-1,3,2565.0
2,yes,2020020768,2,4,9,-2,-16.700000000000003,0.0,1.0,0.0,-2,-1,12,880.0
-2,no,2020020769,-2,10,3,-4,0.0,0.0,3.0,11.599999999999994,-2,-3,-10,2006.0
-2,no,2020020770,-2,-5,-14,-4,0.0,0.0,2.0,-13.400000000000006,4,2,-25,-1598.0
0,no,2020020771,0,-8,-10,-2,0.0,0.0,1.0,-4.0,2,1,-5,-1735.0
-3,no,2020020772,-3,10,-9,4,-10.7,0.0,3.0,1.5999999999999943,-3,-1,-4,1575.0
-3,no,2020020773,-3,-25,9,6,-60.0,-3.0,-3.0,-10.799999999999997,-1,-2,4,1902.0
-4,no,2020020774,-4,-2,4,0,-66.7,-2.0,0.0,9.0,0,9,-6,198.0
-3,no,2020020775,-3,4,-11,2,-33.3,-1.0,-1.0,32.0,2,2,5,1520.0
3,yes,2020020776,3,11,-3,-2,0.0,0.0,1.0,4.0,3,-3,-2,-385.0
-2,no,2020020777,-2,3,7,4,-66.7,-2.0,-2.0,7.200000000000003,-1,1,14,915.0
-1,no,2020020778,-1,-3,1,2,-100.0,-2.0,-1.0,-3.5999999999999943,-2,2,9,751.0
3,yes,2020020779,3,-11,5,0,25.0,1.0,0.0,-1.7999999999999972,9,-4,-18,-2103.0
-1,no,2020020780,-1,8,-9,-6,20.0,1.0,3.0,2.200000000000003,0,1,-16,6.0
2,yes,2020020781,2,1,4,0,0.0,0.0,0.0,-8.799999999999997,2,4,-10,2191.0
3,yes,2020020782,3,9,2,0,50.0,1.0,0.0,17.200000000000003,-4,2,-6,-711.0
2,yes,2020020783,2,-5,3,-4,0.0,1.0,2.0,-20.0,1,7,-5,1322.0
-4,no,2020020784,-4,-2,-5,0,-50.0,-1.0,0.0,-28.0,-1,7,3,91.0
-1,no,2020020785,-1,2,0,0,33.3,1.0,0.0,-1.4000000000000057,-1,0,18,-557.0
2,yes,2020020786,2,15,-10,-4,0.0,0.0,2.0,-1.7999999999999972,0,-1,4,1545.0
-1,no,2020020787,-1,-12,2,4,-25.0,-1.0,-2.0,0.0,-1,0,-4,-1879.0
0,no,2020020788,0,-6,-3,4,0.0,0.0,-2.0,0.0,1,2,11,333.0
